Metro,datetime,term_Fire,term_Water Damage,term_Smoke,term_Wildfire,term_Flooding
Boulder,2018-11-01,81,0,16,0,3
Colorado Springs,2018-11-01,74,1,23,0,2
Salt Lake City,2018-11-01,80,0,19,0,1
Ogden-Clearfield,2018-11-01,80,0,19,0,1
Phoenix-Mesa-Scottsdale,2018-11-01,78,0,19,0,3
Tucson,2018-11-01,73,0,24,0,3
Prescott,2018-11-01,78,0,19,0,3
Albuquerque,2018-11-01,78,0,20,0,2
Las Vegas-Henderson-Paradise,2018-11-01,73,0,24,0,3
Reno,2018-11-01,87,0,11,0,2
Los Angeles-Long Beach-Anaheim,2018-11-01,91,0,7,0,2
Riverside-San Bernardino-Ontario,2018-11-01,91,0,7,0,2
San Diego-Carlsbad,2018-11-01,87,0,10,0,3
Oxnard-Thousand Oaks-Ventura,2018-11-01,91,0,7,0,2
Bakersfield,2018-11-01,84,0,14,0,2
Salinas,2018-11-01,89,0,10,0,1
San Francisco-Oakland-Hayward,2018-11-01,82,0,15,0,3
San Jose-Sunnyvale-Santa Clara,2018-11-01,82,0,15,0,3
Stockton-Lodi,2018-11-01,88,0,10,0,2
Sacramento--Roseville--Arden-Arcade,2018-11-01,88,0,10,0,2
Chico,2018-11-01,97,0,2,0,1
Urban Honolulu,2018-11-01,83,1,13,1,2
Portland-Vancouver-Hillsboro,2018-11-01,83,0,14,0,3
Eugene,2018-11-01,83,0,14,0,3
Medford,2018-11-01,91,0,6,0,3
Seattle-Tacoma-Bellevue,2018-11-01,82,1,15,0,2
Spokane-Spokane Valley,2018-11-01,80,0,17,0,3
Anchorage,2018-11-01,81,2,16,0,1
Springfield,2018-12-01,76,0,23,0,1
Worcester,2018-12-01,77,1,22,0,0
Boston-Cambridge-Newton,2018-12-01,77,1,22,0,0
Providence-Warwick,2018-12-01,76,0,23,0,1
Manchester-Nashua,2018-12-01,77,1,22,0,0
Concord,2018-12-01,77,1,22,0,0
Portland-South Portland,2018-12-01,77,1,21,1,0
Lewiston-Auburn,2018-12-01,77,1,21,1,0
Bangor,2018-12-01,82,0,17,0,1
Augusta-Waterville,2018-12-01,82,0,18,0,0
Hartford-West Hartford-East Hartford,2018-12-01,79,1,20,0,0
Norwich-New London,2018-12-01,79,1,20,0,0
New Haven-Milford,2018-12-01,79,1,20,0,0
Bridgeport-Stamford-Norwalk,2018-12-01,79,1,20,0,0
Torrington,2018-12-01,79,1,20,0,0
New York-Newark-Jersey City,2018-12-01,80,1,19,0,0
Albany-Schenectady-Troy,2018-12-01,80,1,19,0,0
Kingston,2018-12-01,80,1,19,0,0
Syracuse,2018-12-01,83,0,17,0,0
Utica-Rome,2018-12-01,77,0,23,0,0
Watertown-Fort Drum,2018-12-01,82,2,14,0,2
Binghamton,2018-12-01,81,2,17,0,0
Batavia,2018-12-01,76,0,22,1,1
Buffalo-Cheektowaga-Niagara Falls,2018-12-01,77,0,21,1,1
Rochester,2018-12-01,76,0,22,1,1
Jamestown-Dunkirk-Fredonia,2018-12-01,82,0,16,1,1
Ithaca,2018-12-01,76,2,20,2,0
Pittsburgh,2018-12-01,79,1,20,0,0
Warren,2018-12-01,82,0,16,1,1
Erie,2018-12-01,82,0,16,1,1
Harrisburg-Carlisle,2018-12-01,80,1,17,1,1
Lancaster,2018-12-01,80,1,17,1,1
York-Hanover,2018-12-01,80,1,17,1,1
Williamsport,2018-12-01,78,1,21,0,0
Allentown-Bethlehem-Easton,2018-12-01,78,1,21,0,0
Philadelphia-Camden-Wilmington,2018-12-01,82,0,17,0,1
Washington-Arlington-Alexandria,2018-12-01,79,1,19,0,1
Baltimore-Columbia-Towson,2018-12-01,81,0,19,0,0
Charlottesville,2018-12-01,81,3,16,0,0
Richmond,2018-12-01,84,0,15,0,1
Virginia Beach-Norfolk-Newport News,2018-12-01,74,1,25,0,0
Wheeling,2018-12-01,72,3,25,0,0
Morgantown,2018-12-01,80,0,20,0,0
Raleigh,2018-12-01,76,2,22,0,0
Durham-Chapel Hill,2018-12-01,76,2,22,0,0
Charlotte-Concord-Gastonia,2018-12-01,77,0,23,0,0
ColumbiaSC,2018-12-01,78,1,21,0,0
Charleston-North Charleston,2018-12-01,74,6,20,0,0
Greenville-Anderson-Mauldin,2018-12-01,78,3,19,0,0
Atlanta-Sandy Springs-Roswell,2018-12-01,76,1,23,0,0
Athens-Clarke County,2018-12-01,75,0,25,0,0
Savannah,2018-12-01,79,2,19,0,0
Jacksonville,2018-12-01,67,1,32,0,0
Orlando-Kissimmee-Sanford,2018-12-01,75,1,23,1,0
Palm Bay-Melbourne-Titusville,2018-12-01,75,1,23,1,0
Miami-Fort Lauderdale-West Palm Beach,2018-12-01,74,1,25,0,0
Tampa-St. Petersburg-Clearwater,2018-12-01,74,1,25,0,0
Cape Coral-Fort Myers,2018-12-01,78,1,19,1,1
North Port-Sarasota-Bradenton,2018-12-01,74,1,25,0,0
Clarksville,2018-12-01,73,1,25,1,0
Nashville-Davidson--Murfreesboro--Franklin,2018-12-01,73,1,25,1,0
Memphis,2018-12-01,77,1,22,0,0
Lexington-Fayette,2018-12-01,79,0,19,0,2
Columbus,2018-12-01,80,0,19,1,0
Cleveland-Elyria,2018-12-01,77,1,22,0,0
Canton-Massillon,2018-12-01,77,1,22,0,0
Cincinnati,2018-12-01,78,0,21,0,1
Dayton,2018-12-01,77,1,21,1,0
Findlay,2018-12-01,79,0,21,0,0
Indianapolis-Carmel-Anderson,2018-12-01,75,1,23,1,0
Chicago-Naperville-Elgin,2018-12-01,73,1,22,0,4
Bloomington,2018-12-01,75,1,23,1,0
Detroit-Warren-Dearborn,2018-12-01,76,1,22,0,1
Dubuque,2018-12-01,82,0,16,0,2
Milwaukee-Waukesha-West Allis,2018-12-01,80,0,19,1,0
Racine,2018-12-01,80,0,19,1,0
Madison,2018-12-01,75,2,22,0,1
Manitowoc,2018-12-01,82,0,18,0,0
La Crosse-Onalaska,2018-12-01,83,0,16,0,1
Oshkosh-Neenah,2018-12-01,82,0,18,0,0
Minneapolis-St. Paul-Bloomington,2018-12-01,73,0,25,0,2
Fargo,2018-12-01,85,0,15,0,0
Helena,2018-12-01,81,0,19,0,0
Bozeman,2018-12-01,83,0,17,0,0
Missoula,2018-12-01,86,0,13,0,1
Kalispell,2018-12-01,86,0,13,0,1
Rockford,2018-12-01,80,2,16,1,1
St. Louis,2018-12-01,73,1,25,0,1
Kansas City,2018-12-01,77,0,23,0,0
Joplin,2018-12-01,71,0,29,0,0
ColumbiaMO,2018-12-01,82,0,18,0,0
Manhattan,2018-12-01,79,2,19,0,0
Topeka,2018-12-01,79,2,19,0,0
Wichita,2018-12-01,75,0,24,0,1
Little Rock-North Little Rock-Conway,2018-12-01,73,1,25,0,1
Fayetteville-Springdale-Rogers,2018-12-01,75,1,24,0,0
Oklahoma City,2018-12-01,74,0,26,0,0
Dallas-Fort Worth-Arlington,2018-12-01,73,1,26,0,0
Tyler,2018-12-01,76,0,22,0,2
Killeen-Temple,2018-12-01,74,3,22,0,1
Houston-The Woodlands-Sugar Land,2018-12-01,69,4,26,1,0
College Station-Bryan,2018-12-01,74,3,22,0,1
San Antonio-New Braunfels,2018-12-01,76,1,22,1,0
Brownsville-Harlingen,2018-12-01,75,0,25,0,0
Austin-Round Rock,2018-12-01,76,1,22,0,1
El Paso,2018-12-01,77,1,22,0,0
Denver-Aurora-Lakewood,2018-12-01,76,0,23,0,1
Boulder,2018-12-01,76,0,23,0,1
Colorado Springs,2018-12-01,70,0,29,0,1
Salt Lake City,2018-12-01,72,1,27,0,0
Ogden-Clearfield,2018-12-01,72,1,27,0,0
Phoenix-Mesa-Scottsdale,2018-12-01,71,0,27,0,2
Tucson,2018-12-01,69,0,30,1,0
Prescott,2018-12-01,71,0,27,0,2
Albuquerque,2018-12-01,75,0,24,0,1
Las Vegas-Henderson-Paradise,2018-12-01,70,0,29,0,1
Reno,2018-12-01,71,0,29,0,0
Los Angeles-Long Beach-Anaheim,2018-12-01,76,1,22,1,0
Riverside-San Bernardino-Ontario,2018-12-01,76,1,22,1,0
San Diego-Carlsbad,2018-12-01,76,2,21,1,0
Oxnard-Thousand Oaks-Ventura,2018-12-01,76,1,22,1,0
Bakersfield,2018-12-01,67,0,33,0,0
Salinas,2018-12-01,75,0,23,1,1
San Francisco-Oakland-Hayward,2018-12-01,77,0,22,0,1
San Jose-Sunnyvale-Santa Clara,2018-12-01,77,0,22,0,1
Stockton-Lodi,2018-12-01,79,0,20,0,1
Sacramento--Roseville--Arden-Arcade,2018-12-01,79,0,20,0,1
Chico,2018-12-01,86,0,12,0,2
Urban Honolulu,2018-12-01,76,0,23,1,0
Portland-Vancouver-Hillsboro,2018-12-01,77,2,21,0,0
Eugene,2018-12-01,80,0,18,0,2
Medford,2018-12-01,76,0,23,0,1
Seattle-Tacoma-Bellevue,2018-12-01,77,1,21,0,1
Spokane-Spokane Valley,2018-12-01,76,2,22,0,0
Anchorage,2018-12-01,79,1,20,0,0
Springfield,2019-01-01,81,2,17,0,0
Worcester,2019-01-01,77,1,22,0,0
Boston-Cambridge-Newton,2019-01-01,77,1,22,0,0
Providence-Warwick,2019-01-01,79,0,21,0,0
Manchester-Nashua,2019-01-01,77,1,22,0,0
Concord,2019-01-01,77,1,22,0,0
Portland-South Portland,2019-01-01,82,1,17,0,0
Lewiston-Auburn,2019-01-01,82,1,17,0,0
Bangor,2019-01-01,80,0,20,0,0
Augusta-Waterville,2019-01-01,82,2,15,1,0
Hartford-West Hartford-East Hartford,2019-01-01,80,1,18,1,0
Norwich-New London,2019-01-01,80,1,18,1,0
New Haven-Milford,2019-01-01,80,1,18,1,0
Bridgeport-Stamford-Norwalk,2019-01-01,80,1,18,1,0
Torrington,2019-01-01,80,1,18,1,0
New York-Newark-Jersey City,2019-01-01,79,1,19,1,0
Albany-Schenectady-Troy,2019-01-01,81,1,18,0,0
Kingston,2019-01-01,81,1,18,0,0
Syracuse,2019-01-01,78,0,19,2,1
Utica-Rome,2019-01-01,86,1,13,0,0
Watertown-Fort Drum,2019-01-01,84,0,15,0,1
Binghamton,2019-01-01,78,2,20,0,0
Batavia,2019-01-01,76,0,24,0,0
Buffalo-Cheektowaga-Niagara Falls,2019-01-01,78,0,21,1,0
Rochester,2019-01-01,76,0,24,0,0
Jamestown-Dunkirk-Fredonia,2019-01-01,84,1,12,0,3
Ithaca,2019-01-01,83,2,15,0,0
Pittsburgh,2019-01-01,80,1,19,0,0
Warren,2019-01-01,84,1,12,0,3
Erie,2019-01-01,84,1,12,0,3
Harrisburg-Carlisle,2019-01-01,83,0,16,0,1
Lancaster,2019-01-01,83,0,16,0,1
York-Hanover,2019-01-01,83,0,16,0,1
Williamsport,2019-01-01,81,1,17,0,1
Allentown-Bethlehem-Easton,2019-01-01,81,1,17,0,1
Philadelphia-Camden-Wilmington,2019-01-01,81,1,17,0,1
Washington-Arlington-Alexandria,2019-01-01,80,1,18,0,1
Baltimore-Columbia-Towson,2019-01-01,83,0,17,0,0
Charlottesville,2019-01-01,84,1,12,0,3
Richmond,2019-01-01,82,0,17,0,1
Virginia Beach-Norfolk-Newport News,2019-01-01,76,1,23,0,0
Wheeling,2019-01-01,79,0,21,0,0
Morgantown,2019-01-01,84,0,16,0,0
Raleigh,2019-01-01,79,1,20,0,0
Durham-Chapel Hill,2019-01-01,79,1,20,0,0
Charlotte-Concord-Gastonia,2019-01-01,75,0,25,0,0
ColumbiaSC,2019-01-01,75,2,22,1,0
Charleston-North Charleston,2019-01-01,75,2,23,0,0
Greenville-Anderson-Mauldin,2019-01-01,77,0,23,0,0
Atlanta-Sandy Springs-Roswell,2019-01-01,74,1,24,1,0
Athens-Clarke County,2019-01-01,77,0,22,1,0
Savannah,2019-01-01,78,1,21,0,0
Jacksonville,2019-01-01,70,0,30,0,0
Orlando-Kissimmee-Sanford,2019-01-01,73,1,25,1,0
Palm Bay-Melbourne-Titusville,2019-01-01,73,1,25,1,0
Miami-Fort Lauderdale-West Palm Beach,2019-01-01,72,0,27,1,0
Tampa-St. Petersburg-Clearwater,2019-01-01,74,0,25,1,0
Cape Coral-Fort Myers,2019-01-01,76,0,24,0,0
North Port-Sarasota-Bradenton,2019-01-01,74,0,25,1,0
Clarksville,2019-01-01,77,1,22,0,0
Nashville-Davidson--Murfreesboro--Franklin,2019-01-01,77,1,22,0,0
Memphis,2019-01-01,77,1,21,0,1
Lexington-Fayette,2019-01-01,82,0,18,0,0
Columbus,2019-01-01,79,0,20,0,1
Cleveland-Elyria,2019-01-01,81,1,18,0,0
Canton-Massillon,2019-01-01,81,1,18,0,0
Cincinnati,2019-01-01,75,0,24,0,1
Dayton,2019-01-01,73,0,26,1,0
Findlay,2019-01-01,77,0,23,0,0
Indianapolis-Carmel-Anderson,2019-01-01,81,1,18,0,0
Chicago-Naperville-Elgin,2019-01-01,76,0,20,0,4
Bloomington,2019-01-01,81,1,18,0,0
Detroit-Warren-Dearborn,2019-01-01,74,1,24,1,0
Dubuque,2019-01-01,79,0,20,0,1
Milwaukee-Waukesha-West Allis,2019-01-01,78,0,21,0,1
Racine,2019-01-01,78,0,21,0,1
Madison,2019-01-01,81,2,16,1,0
Manitowoc,2019-01-01,80,0,20,0,0
La Crosse-Onalaska,2019-01-01,73,2,24,1,0
Oshkosh-Neenah,2019-01-01,80,0,20,0,0
Minneapolis-St. Paul-Bloomington,2019-01-01,73,0,25,0,2
Fargo,2019-01-01,78,0,22,0,0
Helena,2019-01-01,65,0,30,0,5
Bozeman,2019-01-01,74,0,21,0,5
Missoula,2019-01-01,70,1,29,0,0
Kalispell,2019-01-01,70,1,29,0,0
Rockford,2019-01-01,79,2,17,0,2
St. Louis,2019-01-01,73,1,26,0,0
Kansas City,2019-01-01,76,0,23,0,1
Joplin,2019-01-01,70,0,30,0,0
ColumbiaMO,2019-01-01,78,0,21,1,0
Manhattan,2019-01-01,80,0,20,0,0
Topeka,2019-01-01,80,0,20,0,0
Wichita,2019-01-01,78,0,22,0,0
Little Rock-North Little Rock-Conway,2019-01-01,77,0,22,1,0
Fayetteville-Springdale-Rogers,2019-01-01,73,2,22,2,1
Oklahoma City,2019-01-01,77,0,23,0,0
Dallas-Fort Worth-Arlington,2019-01-01,74,0,25,1,0
Tyler,2019-01-01,78,0,22,0,0
Killeen-Temple,2019-01-01,73,1,25,1,0
Houston-The Woodlands-Sugar Land,2019-01-01,71,3,25,0,1
College Station-Bryan,2019-01-01,73,1,25,1,0
San Antonio-New Braunfels,2019-01-01,72,0,26,1,1
Brownsville-Harlingen,2019-01-01,75,1,24,0,0
Austin-Round Rock,2019-01-01,73,2,24,1,0
El Paso,2019-01-01,72,0,28,0,0
Denver-Aurora-Lakewood,2019-01-01,76,0,23,0,1
Boulder,2019-01-01,76,0,23,0,1
Colorado Springs,2019-01-01,73,0,24,1,2
Salt Lake City,2019-01-01,75,0,24,0,1
Ogden-Clearfield,2019-01-01,75,0,24,0,1
Phoenix-Mesa-Scottsdale,2019-01-01,72,0,26,1,1
Tucson,2019-01-01,67,1,32,0,0
Prescott,2019-01-01,72,0,26,1,1
Albuquerque,2019-01-01,72,1,27,0,0
Las Vegas-Henderson-Paradise,2019-01-01,68,0,29,0,3
Reno,2019-01-01,75,1,23,1,0
Los Angeles-Long Beach-Anaheim,2019-01-01,74,1,24,1,0
Riverside-San Bernardino-Ontario,2019-01-01,74,1,24,1,0
San Diego-Carlsbad,2019-01-01,75,1,22,1,1
Oxnard-Thousand Oaks-Ventura,2019-01-01,74,1,24,1,0
Bakersfield,2019-01-01,78,0,22,0,0
Salinas,2019-01-01,72,0,26,1,1
San Francisco-Oakland-Hayward,2019-01-01,76,2,21,0,1
San Jose-Sunnyvale-Santa Clara,2019-01-01,76,2,21,0,1
Stockton-Lodi,2019-01-01,77,1,22,0,0
Sacramento--Roseville--Arden-Arcade,2019-01-01,77,1,22,0,0
Chico,2019-01-01,82,3,14,0,1
Urban Honolulu,2019-01-01,78,0,21,0,1
Portland-Vancouver-Hillsboro,2019-01-01,82,1,17,0,0
Eugene,2019-01-01,74,0,26,0,0
Medford,2019-01-01,64,0,32,0,4
Seattle-Tacoma-Bellevue,2019-01-01,77,0,22,0,1
Spokane-Spokane Valley,2019-01-01,75,0,24,0,1
Anchorage,2019-01-01,83,0,16,1,0
Springfield,2019-02-01,77,2,19,1,1
Worcester,2019-02-01,78,1,21,0,0
Boston-Cambridge-Newton,2019-02-01,78,1,21,0,0
Providence-Warwick,2019-02-01,80,1,19,0,0
Manchester-Nashua,2019-02-01,78,1,21,0,0
Concord,2019-02-01,78,1,21,0,0
Portland-South Portland,2019-02-01,79,1,20,0,0
Lewiston-Auburn,2019-02-01,79,1,20,0,0
Bangor,2019-02-01,75,0,22,0,3
Augusta-Waterville,2019-02-01,79,2,19,0,0
Hartford-West Hartford-East Hartford,2019-02-01,82,1,17,0,0
Norwich-New London,2019-02-01,82,1,17,0,0
New Haven-Milford,2019-02-01,82,1,17,0,0
Bridgeport-Stamford-Norwalk,2019-02-01,82,1,17,0,0
Torrington,2019-02-01,82,1,17,0,0
New York-Newark-Jersey City,2019-02-01,77,1,21,1,0
Albany-Schenectady-Troy,2019-02-01,78,0,22,0,0
Kingston,2019-02-01,78,0,22,0,0
Syracuse,2019-02-01,83,2,15,0,0
Utica-Rome,2019-02-01,73,3,24,0,0
Watertown-Fort Drum,2019-02-01,77,0,23,0,0
Binghamton,2019-02-01,79,0,21,0,0
Batavia,2019-02-01,76,1,22,1,0
Buffalo-Cheektowaga-Niagara Falls,2019-02-01,76,3,20,1,0
Rochester,2019-02-01,76,1,22,1,0
Jamestown-Dunkirk-Fredonia,2019-02-01,87,0,12,0,1
Ithaca,2019-02-01,70,0,28,0,2
Pittsburgh,2019-02-01,81,2,17,0,0
Warren,2019-02-01,87,0,12,0,1
Erie,2019-02-01,87,0,12,0,1
Harrisburg-Carlisle,2019-02-01,85,1,14,0,0
Lancaster,2019-02-01,85,1,14,0,0
York-Hanover,2019-02-01,85,1,14,0,0
Williamsport,2019-02-01,83,0,17,0,0
Allentown-Bethlehem-Easton,2019-02-01,83,0,17,0,0
Philadelphia-Camden-Wilmington,2019-02-01,82,1,17,0,0
Washington-Arlington-Alexandria,2019-02-01,79,2,18,0,1
Baltimore-Columbia-Towson,2019-02-01,80,2,18,0,0
Charlottesville,2019-02-01,81,2,13,2,2
Richmond,2019-02-01,77,1,21,1,0
Virginia Beach-Norfolk-Newport News,2019-02-01,77,1,22,0,0
Wheeling,2019-02-01,84,4,12,0,0
Morgantown,2019-02-01,69,2,29,0,0
Raleigh,2019-02-01,77,2,21,0,0
Durham-Chapel Hill,2019-02-01,77,2,21,0,0
Charlotte-Concord-Gastonia,2019-02-01,71,3,26,0,0
ColumbiaSC,2019-02-01,72,3,24,0,1
Charleston-North Charleston,2019-02-01,76,4,20,0,0
Greenville-Anderson-Mauldin,2019-02-01,75,3,22,0,0
Atlanta-Sandy Springs-Roswell,2019-02-01,71,3,25,1,0
Athens-Clarke County,2019-02-01,74,4,22,0,0
Savannah,2019-02-01,75,4,20,0,1
Jacksonville,2019-02-01,68,1,31,0,0
Orlando-Kissimmee-Sanford,2019-02-01,72,3,25,0,0
Palm Bay-Melbourne-Titusville,2019-02-01,72,3,25,0,0
Miami-Fort Lauderdale-West Palm Beach,2019-02-01,71,1,27,1,0
Tampa-St. Petersburg-Clearwater,2019-02-01,73,2,24,0,1
Cape Coral-Fort Myers,2019-02-01,70,4,24,2,0
North Port-Sarasota-Bradenton,2019-02-01,73,2,24,0,1
Clarksville,2019-02-01,58,25,17,0,0
Nashville-Davidson--Murfreesboro--Franklin,2019-02-01,58,25,17,0,0
Memphis,2019-02-01,66,14,20,0,0
Lexington-Fayette,2019-02-01,72,11,17,0,0
Columbus,2019-02-01,77,3,20,0,0
Cleveland-Elyria,2019-02-01,79,1,20,0,0
Canton-Massillon,2019-02-01,79,1,20,0,0
Cincinnati,2019-02-01,71,6,23,0,0
Dayton,2019-02-01,78,3,19,0,0
Findlay,2019-02-01,78,0,22,0,0
Indianapolis-Carmel-Anderson,2019-02-01,76,3,20,1,0
Chicago-Naperville-Elgin,2019-02-01,73,2,21,0,4
Bloomington,2019-02-01,76,3,20,1,0
Detroit-Warren-Dearborn,2019-02-01,77,2,21,0,0
Dubuque,2019-02-01,78,2,19,1,0
Milwaukee-Waukesha-West Allis,2019-02-01,80,2,17,0,1
Racine,2019-02-01,80,2,17,0,1
Madison,2019-02-01,82,2,15,1,0
Manitowoc,2019-02-01,76,1,23,0,0
La Crosse-Onalaska,2019-02-01,76,3,20,0,1
Oshkosh-Neenah,2019-02-01,76,1,23,0,0
Minneapolis-St. Paul-Bloomington,2019-02-01,75,2,22,0,1
Fargo,2019-02-01,75,0,22,1,2
Helena,2019-02-01,79,0,21,0,0
Bozeman,2019-02-01,78,3,12,0,7
Missoula,2019-02-01,62,7,31,0,0
Kalispell,2019-02-01,62,7,31,0,0
Rockford,2019-02-01,81,2,17,0,0
St. Louis,2019-02-01,72,3,24,1,0
Kansas City,2019-02-01,75,2,22,0,1
Joplin,2019-02-01,72,1,22,0,5
ColumbiaMO,2019-02-01,75,0,24,0,1
Manhattan,2019-02-01,85,1,13,1,0
Topeka,2019-02-01,85,1,13,1,0
Wichita,2019-02-01,73,0,26,0,1
Little Rock-North Little Rock-Conway,2019-02-01,71,5,24,0,0
Fayetteville-Springdale-Rogers,2019-02-01,78,1,21,0,0
Oklahoma City,2019-02-01,78,2,20,0,0
Dallas-Fort Worth-Arlington,2019-02-01,72,2,25,0,1
Tyler,2019-02-01,73,2,24,1,0
Killeen-Temple,2019-02-01,76,0,23,0,1
Houston-The Woodlands-Sugar Land,2019-02-01,72,3,25,0,0
College Station-Bryan,2019-02-01,76,0,23,0,1
San Antonio-New Braunfels,2019-02-01,70,1,29,0,0
Brownsville-Harlingen,2019-02-01,80,1,17,1,1
Austin-Round Rock,2019-02-01,78,2,18,1,1
El Paso,2019-02-01,71,3,25,0,1
Denver-Aurora-Lakewood,2019-02-01,76,2,21,0,1
Boulder,2019-02-01,76,2,21,0,1
Colorado Springs,2019-02-01,69,3,25,2,1
Salt Lake City,2019-02-01,74,2,24,0,0
Ogden-Clearfield,2019-02-01,74,2,24,0,0
Phoenix-Mesa-Scottsdale,2019-02-01,68,3,28,0,1
Tucson,2019-02-01,74,2,24,0,0
Prescott,2019-02-01,68,3,28,0,1
Albuquerque,2019-02-01,68,1,30,0,1
Las Vegas-Henderson-Paradise,2019-02-01,65,2,31,1,1
Reno,2019-02-01,70,8,20,1,1
Los Angeles-Long Beach-Anaheim,2019-02-01,71,3,25,1,0
Riverside-San Bernardino-Ontario,2019-02-01,71,3,25,1,0
San Diego-Carlsbad,2019-02-01,73,7,20,0,0
Oxnard-Thousand Oaks-Ventura,2019-02-01,71,3,25,1,0
Bakersfield,2019-02-01,79,2,19,0,0
Salinas,2019-02-01,73,5,21,1,0
San Francisco-Oakland-Hayward,2019-02-01,69,10,20,0,1
San Jose-Sunnyvale-Santa Clara,2019-02-01,69,10,20,0,1
Stockton-Lodi,2019-02-01,72,7,21,0,0
Sacramento--Roseville--Arden-Arcade,2019-02-01,72,7,21,0,0
Chico,2019-02-01,68,17,12,0,3
Urban Honolulu,2019-02-01,70,1,28,1,0
Portland-Vancouver-Hillsboro,2019-02-01,77,4,17,1,1
Eugene,2019-02-01,77,0,20,1,2
Medford,2019-02-01,75,4,18,0,3
Seattle-Tacoma-Bellevue,2019-02-01,75,3,22,0,0
Spokane-Spokane Valley,2019-02-01,76,1,23,0,0
Anchorage,2019-02-01,78,1,19,1,1
Springfield,2019-03-01,78,2,20,0,0
Worcester,2019-03-01,79,2,19,0,0
Boston-Cambridge-Newton,2019-03-01,79,2,19,0,0
Providence-Warwick,2019-03-01,78,1,21,0,0
Manchester-Nashua,2019-03-01,79,2,19,0,0
Concord,2019-03-01,79,2,19,0,0
Portland-South Portland,2019-03-01,76,3,21,0,0
Lewiston-Auburn,2019-03-01,76,3,21,0,0
Bangor,2019-03-01,77,3,20,0,0
Augusta-Waterville,2019-03-01,78,4,18,0,0
Hartford-West Hartford-East Hartford,2019-03-01,81,2,17,0,0
Norwich-New London,2019-03-01,81,2,17,0,0
New Haven-Milford,2019-03-01,81,2,17,0,0
Bridgeport-Stamford-Norwalk,2019-03-01,81,2,17,0,0
Torrington,2019-03-01,81,2,17,0,0
New York-Newark-Jersey City,2019-03-01,78,2,20,0,0
Albany-Schenectady-Troy,2019-03-01,81,2,17,0,0
Kingston,2019-03-01,81,2,17,0,0
Syracuse,2019-03-01,80,2,18,0,0
Utica-Rome,2019-03-01,71,3,26,0,0
Watertown-Fort Drum,2019-03-01,71,2,25,0,2
Binghamton,2019-03-01,85,2,12,0,1
Batavia,2019-03-01,72,3,25,0,0
Buffalo-Cheektowaga-Niagara Falls,2019-03-01,77,4,19,0,0
Rochester,2019-03-01,72,3,25,0,0
Jamestown-Dunkirk-Fredonia,2019-03-01,82,2,15,1,0
Ithaca,2019-03-01,72,3,25,0,0
Pittsburgh,2019-03-01,77,3,20,0,0
Warren,2019-03-01,82,2,15,1,0
Erie,2019-03-01,82,2,15,1,0
Harrisburg-Carlisle,2019-03-01,84,2,14,0,0
Lancaster,2019-03-01,84,2,14,0,0
York-Hanover,2019-03-01,84,2,14,0,0
Williamsport,2019-03-01,78,3,19,0,0
Allentown-Bethlehem-Easton,2019-03-01,78,3,19,0,0
Philadelphia-Camden-Wilmington,2019-03-01,79,3,18,0,0
Washington-Arlington-Alexandria,2019-03-01,78,3,18,0,1
Baltimore-Columbia-Towson,2019-03-01,77,4,19,0,0
Charlottesville,2019-03-01,86,10,2,2,0
Richmond,2019-03-01,76,5,19,0,0
Virginia Beach-Norfolk-Newport News,2019-03-01,69,5,26,0,0
Wheeling,2019-03-01,72,4,24,0,0
Morgantown,2019-03-01,64,4,32,0,0
Raleigh,2019-03-01,73,4,23,0,0
Durham-Chapel Hill,2019-03-01,73,4,23,0,0
Charlotte-Concord-Gastonia,2019-03-01,72,3,24,1,0
ColumbiaSC,2019-03-01,71,3,26,0,0
Charleston-North Charleston,2019-03-01,78,5,16,1,0
Greenville-Anderson-Mauldin,2019-03-01,73,3,24,0,0
Atlanta-Sandy Springs-Roswell,2019-03-01,71,4,24,1,0
Athens-Clarke County,2019-03-01,68,3,28,1,0
Savannah,2019-03-01,69,4,25,2,0
Jacksonville,2019-03-01,65,5,30,0,0
Orlando-Kissimmee-Sanford,2019-03-01,70,4,26,0,0
Palm Bay-Melbourne-Titusville,2019-03-01,70,4,26,0,0
Miami-Fort Lauderdale-West Palm Beach,2019-03-01,68,2,30,0,0
Tampa-St. Petersburg-Clearwater,2019-03-01,70,6,24,0,0
Cape Coral-Fort Myers,2019-03-01,72,7,21,0,0
North Port-Sarasota-Bradenton,2019-03-01,70,6,24,0,0
Clarksville,2019-03-01,69,4,25,1,1
Nashville-Davidson--Murfreesboro--Franklin,2019-03-01,69,4,25,1,1
Memphis,2019-03-01,69,6,25,0,0
Lexington-Fayette,2019-03-01,74,3,23,0,0
Columbus,2019-03-01,76,4,20,0,0
Cleveland-Elyria,2019-03-01,75,4,21,0,0
Canton-Massillon,2019-03-01,75,4,21,0,0
Cincinnati,2019-03-01,70,4,24,1,1
Dayton,2019-03-01,81,2,17,0,0
Findlay,2019-03-01,83,0,17,0,0
Indianapolis-Carmel-Anderson,2019-03-01,74,5,21,0,0
Chicago-Naperville-Elgin,2019-03-01,72,5,20,0,3
Bloomington,2019-03-01,74,5,21,0,0
Detroit-Warren-Dearborn,2019-03-01,74,4,22,0,0
Dubuque,2019-03-01,61,28,11,0,0
Milwaukee-Waukesha-West Allis,2019-03-01,71,10,18,1,0
Racine,2019-03-01,71,10,18,1,0
Madison,2019-03-01,65,19,16,0,0
